Year,Country,Region,Crop_Type,Average_Temperature_C,Total_Precipitation_mm,CO2_Emissions_MT,Crop_Yield_MT_per_HA,Extreme_Weather_Events,Irrigation_Access_%,Pesticide_Use_KG_per_HA,Fertilizer_Use_KG_per_HA,Soil_Health_Index,Adaptation_Strategies,Economic_Impact_Million_USD,Affected_by_Climate_Change
2024,France,Provence-Alpes-Cote d’Azur,Rice,15.985100030001373,821.7307466527241,3.77,2.800824359090131,9,16.98,17.35,27.41,72.56287734333002,Drought-resistant Crops,678.1510943429319,0
2024,Canada,Ontario,Coffee,23.692426831892913,755.4301740429669,1.69,3.7768885733776996,2,19.24,10.6,48.6,58.42166664196769,Drought-resistant Crops,656.0288015724401,0
1994,Russia,Northwestern,Rice,23.74424879995848,1053.4741016319565,17.61,1.6146828068368815,10,48.55,47.24,51.9,49.54599500446619,No Adaptation,424.4644397212818,0
2002,China,East,Rice,29.620124388508337,876.577830940076,21.8,2.6600582234938175,10,59.5,14.17,54.56,76.47511589639566,Organic Farming,831.0368040755138,0
2013,USA,Midwest,Corn,13.97096221603543,953.7519895631175,13.19,2.290544656096642,9,31.08,13.41,31.29,57.02395501061801,Drought-resistant Crops,657.6466824092965,0
2012,France,Nouvelle-Aquitaine,Sugarcane,17.034225224080696,856.4906197446951,10.54,2.36042461081809,10,44.32,25.46,87.08,61.660957841747525,No Adaptation,425.83869309033724,0
2018,China,South,Soybeans,24.3260846707268,939.4534073462447,28.73,2.093255955673699,10,92.93,32.57,33.52,43.18800208291584,Drought-resistant Crops,438.12306963197415,0
2021,Australia,Victoria,Coffee,17.426718458183405,924.22226826263,20.58,1.9218997352603338,10,32.17,13.47,59.99,43.12783248035737,Organic Farming,508.53810642824664,0
2003,Nigeria,South West,Soybeans,19.892016467004566,925.1451226772745,14.45,2.260769466922139,10,55.88,0.72,81.54,62.40889986075803,Organic Farming,478.5421237021454,0
1999,Brazil,South,Corn,23.59532437986212,813.4584151740389,27.27,2.2438027645499825,10,33.44,22.08,12.94,46.34020152858336,Drought-resistant Crops,627.8098730103823,0
2009,Canada,Quebec,Sugarcane,22.578050935187484,1121.460330044261,27.67,1.1376284575464848,10,78.66,28.64,67.21,43.51664341028905,Water Management,413.8711935414516,1
2021,Russia,Northwestern,Coffee,15.301980554805485,717.2700884390429,0.69,3.3090869207201656,3,30.86,11.17,11.07,45.33896577129883,Drought-resistant Crops,852.3451971419121,0
1995,India,Punjab,Soybeans,24.477236714535113,972.1044645483826,24.56,2.189744115311915,10,82.82,10.0,29.4,58.560348794373326,Organic Farming,573.4792799580191,0
2003,Argentina,Northeast,Soybeans,20.99731926878177,958.9985890255207,23.17,1.8551736655049957,10,21.5,4.66,45.05,40.540323798897745,Crop Rotation,442.96465745177795,1
1998,Australia,Victoria,Fruits,23.9811336249385,977.8265210407868,29.36,1.9229809636066162,10,51.07,44.23,59.47,40.182596941665686,Water Management,716.9742000207082,1
1997,USA,Northeast,Soybeans,14.887568276077516,732.6928871800512,2.49,4.462427644359046,2,46.12,3.82,56.68,85.20529589231967,Water Management,896.5887038593587,0
1999,Argentina,Northeast,Fruits,17.64516958102898,764.8404866838109,1.22,4.317622421880235,0,18.71,39.47,6.75,61.33599555996269,No Adaptation,1013.2346545050287,0
2005,USA,Midwest,Fruits,27.571046218217592,995.3960752443535,9.85,1.6035375464273147,10,97.49,44.92,81.19,45.73044070421032,No Adaptation,611.6279863514867,0
2004,Canada,British Columbia,Soybeans,25.762360182784988,925.9811745191857,11.99,2.0117873808624465,10,69.45,11.31,35.11,49.973409317178955,Drought-resistant Crops,591.4289187638291,0
2014,Nigeria,South East,Fruits,23.937850574638915,894.1691293110604,25.65,2.6974813503588204,10,66.76,33.03,63.98,71.21970278055983,Crop Rotation,742.898163751583,0
2017,Argentina,Northwest,Rice,18.19411296804619,744.2043883140279,6.2,2.905738105821959,5,31.24,48.29,75.78,45.73530241229397,Organic Farming,643.4586130514417,0
2015,India,Punjab,Cotton,21.27853061589768,730.7979165609065,12.69,2.6827147954039634,9,97.49,45.83,91.0,67.55759317536278,Crop Rotation,480.5902182817759,0
2013,Canada,Prairies,Wheat,24.47508216889651,1089.1550467779402,23.14,1.3474098091720443,10,13.36,30.06,65.46,42.67321495338256,Organic Farming,396.3649974427517,1
2008,Argentina,Northwest,Wheat,10.12588073621906,824.0796877482072,5.79,2.4542764309912157,8,94.1,44.69,14.54,48.09127461068554,No Adaptation,432.5852157615468,0
2014,Australia,Queensland,Corn,19.829826821671446,831.4298258786336,3.88,2.9640058326897756,5,74.93,15.43,32.79,49.99007634181853,Water Management,613.6566552735261,0
2017,Nigeria,South West,Corn,20.87722322221099,905.7357651801238,9.25,2.7946649701264583,7,96.65,44.17,21.8,59.58250631119654,Organic Farming,981.5398502716354,0
2001,China,East,Corn,19.494884730731673,817.7967084762627,28.63,2.290567420275363,10,65.66,38.79,11.06,46.2188553864906,Drought-resistant Crops,510.0257083927682,0
1990,Argentina,Pampas,Wheat,24.060043999071247,807.8838282942443,25.88,2.4322628433774973,10,57.06,20.34,60.94,56.31212691690946,No Adaptation,598.0584318362648,0
2011,Canada,Ontario,Cotton,24.444125036920646,964.9808475800614,21.07,1.8829557113158857,10,17.1,31.51,0.53,46.068116012338706,Crop Rotation,476.56220150236663,0
1998,Canada,British Columbia,Corn,27.723649099486696,919.4621442392203,28.24,2.09925410638606,10,27.39,40.37,85.26,45.9029304338883,No Adaptation,417.8221609688617,0
1999,China,Central,Rice,26.92936538824433,874.9753605288527,29.68,2.2988666127107718,10,14.25,38.96,13.79,52.05844420149588,Water Management,488.0967129279462,0
2010,Argentina,Patagonia,Soybeans,20.487576170162363,920.3444964002381,23.17,2.6418935939155967,10,80.65,28.8,73.42,70.80292888086313,Drought-resistant Crops,595.6667698473386,0
2015,Russia,Northwestern,Fruits,19.029495671920927,721.3843708799911,15.02,2.3566521343706803,10,92.39,40.08,98.74,60.379512584761876,Water Management,470.0451709176334,0
2008,USA,West,Barley,13.977676722365349,761.1217596390478,4.38,4.310477181090361,0,34.16,39.46,69.5,58.12779728782846,Organic Farming,1092.9484292411807,0
2014,Argentina,Northeast,Corn,23.04417377753958,990.6157368888934,22.88,1.7952464628102216,10,54.64,31.62,58.32,44.69827669336846,Organic Farming,512.5517983732846,1
2017,India,Tamil Nadu,Rice,21.542327687497203,935.416210723607,16.93,2.246691389694128,10,76.86,41.65,5.9,63.93129270813167,Crop Rotation,631.2292126905572,0
1990,China,East,Wheat,31.295492107755663,989.3160724573687,29.93,2.1418370678552137,10,70.8,49.57,22.82,56.40129274790296,Crop Rotation,507.4575174823841,0
2004,USA,South,Vegetables,24.505447373056846,978.7598593757491,29.68,2.1278892583715674,10,13.27,22.33,52.3,53.05619530508653,No Adaptation,473.2556901427211,0
2024,China,Central,Rice,28.03939447880817,942.158129797892,27.31,2.333679353377153,10,21.7,27.31,99.55,62.028407004455424,Drought-resistant Crops,306.65454598957325,0
1993,France,Grand Est,Cotton,22.16710052600493,912.8303527736896,15.89,2.2363323056987525,10,90.01,45.42,97.86,54.513707985342705,Drought-resistant Crops,419.92315653189473,0
2023,USA,West,Corn,13.852576818336544,716.5493483068562,6.0,2.2432335590666184,10,30.69,6.61,9.43,58.83573846304713,Organic Farming,792.4108785935466,0
2003,Nigeria,South East,Wheat,26.968645124323437,901.4379658916503,15.42,2.31651584481447,10,56.93,4.64,14.98,65.04643832234558,Drought-resistant Crops,846.7807130383138,0
2023,India,Punjab,Barley,27.544119570039967,993.4095636466911,20.08,2.012841407582189,10,24.55,0.67,72.4,53.71540019240817,Drought-resistant Crops,664.572659927403,0
1995,Argentina,Northwest,Corn,22.388208674760765,878.0571358188469,1.61,2.9794600256415786,7,14.16,40.81,56.93,71.04110866824021,Drought-resistant Crops,808.5390518705416,0
2010,France,Grand Est,Fruits,16.483511020286556,908.568452723979,4.05,4.12309225568192,2,82.37,43.0,39.09,77.74751514585044,Organic Farming,956.4333805209226,0
2010,Argentina,Patagonia,Barley,14.925828679589126,881.3143024284354,14.96,2.287853194568049,10,59.55,25.43,39.1,57.16312506856357,No Adaptation,476.3202420544774,0
2007,France,Grand Est,Vegetables,25.07542570322,902.6520349717628,13.7,2.477430395389556,10,49.37,25.89,25.3,67.06730754322756,Crop Rotation,640.9615395281373,0
1995,Nigeria,South East,Coffee,30.14151860459212,1015.8249406936462,25.09,1.8227293949530705,10,47.26,17.61,14.11,49.14624830177142,Drought-resistant Crops,286.7104647686992,1
2003,Russia,Central,Corn,22.35042274682163,970.4637252118903,25.29,1.794467577424971,10,75.39,2.98,63.54,35.24167061262678,Drought-resistant Crops,346.5058653029666,1
1991,China,South,Vegetables,15.910646624055657,805.3996789195301,7.2,2.822415335131689,8,78.62,10.99,44.64,57.5070968265518,Crop Rotation,784.655807786824,0
2023,China,South,Coffee,11.683632497275045,905.1056348064621,10.63,2.711354723289511,8,22.35,40.22,77.36,61.13678365508678,Water Management,376.6895360196717,0
2003,Russia,Northwestern,Corn,20.241671738904856,823.6699310681265,13.8,2.5241712718293723,10,10.42,18.5,55.28,67.44244219033847,No Adaptation,528.6040086145132,0
1993,Argentina,Pampas,Barley,18.403810915851466,739.6026090033639,5.86,3.2845824726837476,5,65.03,43.62,92.96,57.67010402511818,No Adaptation,741.2518439644066,0
1995,France,Grand Est,Soybeans,23.145542440770562,929.0241169907429,19.99,2.3523024006558595,10,30.3,38.61,48.12,63.80552980092066,Drought-resistant Crops,438.11364764200613,0
1997,Argentina,Patagonia,Vegetables,29.50314659635439,912.7616748436018,23.33,2.2774590436153392,10,75.15,0.25,2.76,56.79708269743436,Water Management,681.0399223872437,0
1991,India,Maharashtra,Wheat,26.38810773226971,909.9098600802274,23.89,2.478540495667734,10,81.17,43.3,72.31,68.50457742070539,No Adaptation,405.3148238825347,0
2013,Brazil,Northeast,Fruits,20.533791438264,570.5009927724701,1.63,2.8597219254972828,3,84.92,37.54,9.09,45.921941272525075,Organic Farming,691.4600493441297,0
2019,Argentina,Patagonia,Wheat,23.60348613309235,810.9815221423563,14.56,3.029608788615237,7,73.27,20.18,6.68,59.403951479928104,Organic Farming,775.4294851809418,0
2020,France,Nouvelle-Aquitaine,Sugarcane,18.4837889977726,797.1494142732981,10.18,2.6765607146375827,10,58.78,1.44,75.03,75.87128252344559,Crop Rotation,697.098790750495,0
1990,France,Provence-Alpes-Cote d’Azur,Rice,30.220830136675787,847.6237593434954,20.9,2.6861079844590954,10,78.41,39.0,10.63,73.43680068412324,Drought-resistant Crops,673.5777527363307,0
1997,Nigeria,South East,Soybeans,25.939262073738504,969.2173027032685,3.03,2.0161571508677993,10,77.1,18.45,54.79,60.162551480711755,Drought-resistant Crops,618.070145852503,0
2002,Brazil,Southeast,Wheat,21.73874927596491,861.616125783472,11.88,2.4463373890978652,10,24.7,27.26,36.21,64.81244732520804,No Adaptation,483.37937403635317,0
1996,Brazil,South,Cotton,14.794941564796247,945.801790391811,6.81,2.0968737002299096,9,45.22,33.49,89.6,47.127527694853754,Drought-resistant Crops,551.8074762818801,0
2017,Brazil,Southeast,Soybeans,25.751156240431186,739.6373437726759,17.54,2.6269987310249805,10,15.28,26.14,91.81,67.93409753421514,Water Management,624.7995587623134,0
2003,France,Ile-de-France,Cotton,16.18297469366346,837.2679326444023,7.62,3.0240882078481683,9,87.99,36.28,74.59,81.95112193131985,Crop Rotation,755.9471415307073,0
2004,India,Punjab,Vegetables,23.067190169738872,897.897154618737,16.49,2.4516712667912337,10,36.44,39.72,99.88,66.66281526393671,Drought-resistant Crops,612.0055345433387,0
1997,China,North,Fruits,18.4458321110926,1127.384100057236,27.25,1.3094249147798733,10,79.56,12.01,40.67,46.63476752037163,Crop Rotation,445.7271070878161,1
2000,Brazil,Southeast,Rice,20.3662762223485,951.2228183946077,9.33,2.053578309962294,10,90.52,15.95,46.05,56.88274359406605,Water Management,472.23870660487023,0
2011,Russia,Siberian,Soybeans,15.124942053317495,798.8998994912941,10.89,3.530799523857392,4,17.25,36.26,27.52,54.77880400458813,Crop Rotation,765.7643364974035,0
2005,Brazil,North,Vegetables,24.875846237370556,1100.5105519745453,25.81,1.3532197770607894,10,67.2,49.61,2.17,50.56999205354991,Organic Farming,460.96177292056404,1
2002,Russia,Siberian,Corn,13.001931939237785,690.2348140654717,14.57,3.230057800742313,6,51.54,1.06,56.95,64.63007830585488,No Adaptation,496.49708949960956,0
1994,Australia,Queensland,Corn,19.228309512524056,912.6010807173396,8.8,2.2460035119660184,10,56.83,45.07,32.18,56.090226186747685,No Adaptation,441.2988264132693,0
2012,USA,South,Rice,18.663803361527364,709.6095447317507,8.22,2.4856467546851433,9,68.36,32.53,71.58,62.370375615843706,Water Management,509.9770631481948,0
2024,Argentina,Patagonia,Rice,18.375959623633833,931.9337642471296,26.71,2.1816152819472507,10,88.96,5.72,54.86,49.07237754797765,No Adaptation,731.0473181909541,0
1994,Canada,Ontario,Coffee,19.961867246219132,1019.5815307116727,26.99,1.5145540149964272,10,58.11,31.47,56.19,32.08923085176914,Organic Farming,263.8115292932255,1
1992,Brazil,South,Rice,16.25006369997114,652.1334837335837,1.77,2.3852044484265864,6,82.68,43.59,42.7,38.63113699761755,Crop Rotation,524.2087783203147,0
2010,India,Tamil Nadu,Wheat,28.745384053319817,796.5129613340705,9.99,3.0511254997676596,6,19.24,25.13,71.99,55.12641350751215,Water Management,681.4371442479076,0
2019,India,West Bengal,Fruits,9.636505463750904,802.7015694516796,7.91,3.4584822675201483,5,35.05,45.26,42.16,62.77590855976302,Organic Farming,691.3760111955811,0
2009,Canada,Quebec,Cotton,11.653481781231488,695.3258564514822,7.96,2.0204578671551676,10,88.88,42.02,78.0,47.12835107702955,Crop Rotation,504.6500908118791,0
2019,Nigeria,South West,Vegetables,16.73421871029753,870.4385189565753,27.14,2.0571309235623887,10,91.55,43.62,46.35,42.69818328704426,Organic Farming,458.91784977178213,1
2018,France,Grand Est,Rice,18.95170414311027,942.5416187496505,12.19,2.398404016252765,10,88.68,26.17,16.25,67.49846248831352,Water Management,732.4594286789068,0
1991,China,North,Vegetables,20.008435226963524,972.0985562836339,16.4,2.368994806291256,10,86.49,30.54,53.49,71.59645664508518,Drought-resistant Crops,427.3344759166055,0
1992,India,West Bengal,Wheat,13.805921968055305,757.9263908843734,3.48,4.499910937946793,0,67.29,47.98,25.83,72.2256520610281,Water Management,934.7914149648525,0
1999,Nigeria,South West,Corn,4.35970855384479,823.1525197377892,4.88,3.5374441566898174,4,33.91,44.82,94.42,59.396813356711945,Drought-resistant Crops,794.6956604761697,0
2009,Argentina,Patagonia,Cotton,20.566480311072265,1177.5604442232266,16.49,0.6889377936658598,10,50.86,23.72,96.68,44.37159212985992,No Adaptation,561.2546265648967,0
2017,Nigeria,North Central,Cotton,18.662651459956535,899.3413280442489,20.59,2.5403978509045237,10,44.55,20.88,16.19,70.93268524751521,No Adaptation,712.7518378031066,0
2016,Russia,Siberian,Fruits,16.78630526555895,922.7468741020581,2.87,3.709101503023085,1,79.43,5.38,17.79,52.246862255867185,No Adaptation,1056.0248608826198,0
1992,Argentina,Pampas,Rice,24.55028155707815,994.8329283085886,19.44,1.9749455082961502,10,81.02,48.28,27.59,57.666989090436196,Crop Rotation,399.4894541563865,0
2018,Canada,Ontario,Vegetables,23.335056997521914,1088.2188546246005,11.18,1.0707851615994772,10,19.95,31.9,62.14,36.35380236772953,Drought-resistant Crops,205.9783032508222,0
2007,India,West Bengal,Rice,21.000125997133246,858.5142669684034,19.37,2.4790146294451865,10,79.11,14.82,89.32,61.89772385372107,Organic Farming,579.9988301598336,0
1995,India,West Bengal,Cotton,17.067853764520926,784.2903518434528,24.65,2.2890928456545754,10,98.06,26.21,97.73,47.366408069591685,Water Management,527.5145974638692,0
2002,France,Nouvelle-Aquitaine,Cotton,20.486749693680146,896.2533176562702,5.9,2.873703268353384,7,60.02,46.67,68.67,63.192246754805794,Drought-resistant Crops,878.6336179568764,0
2011,Nigeria,North Central,Cotton,13.45288223443767,933.9181849847187,22.34,2.1029386349493606,10,40.45,46.63,37.36,52.90622462211153,Drought-resistant Crops,553.84340360332,0
1991,Canada,British Columbia,Wheat,23.528348681773373,1016.0706154086387,17.28,1.8960825852904941,10,98.24,11.56,14.17,57.02012734756228,Drought-resistant Crops,442.20889048520485,0
2023,China,Central,Vegetables,23.010756242998298,978.1022899299115,14.69,2.129034944126924,10,52.9,30.39,76.8,60.6891659852678,Drought-resistant Crops,483.8990499822978,0
2007,China,North,Sugarcane,12.440460932493016,901.4599523748157,11.21,1.777670837474698,10,25.3,32.98,68.66,36.53176822507036,Organic Farming,457.4291005013506,0
2001,Brazil,South,Corn,29.817999337329724,917.2024265973798,23.59,2.439049561077896,10,39.1,43.63,47.33,65.61504292232766,Crop Rotation,843.0055755729636,0
2013,Nigeria,South East,Soybeans,22.918279925256535,971.7673464753054,21.89,2.2588438847725794,10,80.23,26.64,55.08,65.17985221388975,Crop Rotation,755.6086863504627,0
1992,China,North,Sugarcane,20.73400154579367,723.3584530969507,1.35,4.118769531667073,0,96.22,43.96,48.55,59.081314503820415,Drought-resistant Crops,735.6009564904524,0
2006,Brazil,Southeast,Fruits,19.623626815534163,1041.5821069652682,10.97,2.025582608297345,9,44.69,38.67,54.72,61.35990988031809,Drought-resistant Crops,753.9252524440722,0
2019,Australia,New South Wales,Cotton,12.580935720011109,852.287547573829,13.98,1.9317774688581628,10,66.9,42.72,30.6,36.26903823164011,Crop Rotation,494.6441979016011,0
1999,USA,Midwest,Fruits,8.20825166066342,890.5758438641815,3.26,2.3612949833669403,10,98.4,26.55,40.53,65.43908809331661,Organic Farming,579.3751726799907,0
1996,India,Tamil Nadu,Wheat,20.275055201684747,698.4503006837775,4.49,4.351808850117983,2,89.2,24.85,43.11,88.42684710822743,No Adaptation,1012.3703682164482,0
1998,USA,South,Fruits,22.695306267782218,826.8408695680591,4.89,3.191387620003711,5,70.35,38.94,83.36,55.32457479145904,Drought-resistant Crops,716.5940082984431,0
2021,Brazil,South,Coffee,24.138179128914143,989.6043874143014,15.02,1.9308325735733414,10,55.91,18.76,8.27,58.934579223396554,Organic Farming,450.84954941772867,0
2018,USA,Northeast,Barley,25.60261057310024,820.9874930467605,24.25,2.2330299295237905,10,47.67,2.4,40.19,42.66558640577464,No Adaptation,555.8019988836464,0
2000,Russia,Volga,Soybeans,17.48132363897968,844.4292978868395,20.34,2.3921193477596763,10,58.75,5.1,73.73,56.255406653157465,Water Management,772.2703211357192,0
1997,Canada,British Columbia,Vegetables,22.98991968248388,791.224276703875,26.13,2.6448266336400645,10,76.75,31.85,58.85,66.64621523481901,Crop Rotation,788.5890771605026,0
